id,descripcion,titulo,activo,color,fecha_actualizacion,fecha_creacion,anio_id,semestre_id,fin,inicio,horario_id,duracion,archivado,fecha_fin,fecha_ini,tipo
10,Calendario de 528 horas de lunes a viernes del primer semestre,2026 Lun - Vie 528,t,#1976d2,2026-06-30 04:35:12.25+00,2026-06-27 02:20:01.639+00,1,3,2026-07-24 00:00:00+00,2026-03-16 00:00:00+00,5,528,,,,
