id,personal_id,archivado,descripcion,nombre_display,turno,paquete_id,grupo_ord,semestre_id,turno_id,estado,fecha_actualizacion,fecha_creacion,horario_id,calendario_id,modulo_id
89,5,f,,"26-1 Corte De Cabello, Barba y Peinado [Mañana] Lun - Vie (Maribel Evans)",Mañana,15,,3,1,activo,2026-07-01 06:44:03.094+00,2026-06-30 05:18:16.611+00,5,,
